S.No.,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Ageofcar,Brand_Class,Kilometers_Driven_log,Price_log
3644,Hyderabad,69000,Diesel,Automatic,First,18.88,1995,184.0,5.0,18.5,9,High,11.141861783579396,2.917770732084279
3645,Bangalore,167000,Petrol,Manual,First,17.0,1086,62.1,5.0,1.35,17,Low,12.025749091398891,0.30010459245033816
3646,Hyderabad,62476,Diesel,Manual,First,26.59,1248,74.0,5.0,7.95,6,Low,11.042537761977613,2.0731719286662407
3647,Jaipur,60500,Diesel,Manual,First,25.4,1186,73.97,5.0,5.49,4,Low,11.010398644018933,1.7029282555214393
3648,Mumbai,17978,Petrol,Automatic,First,19.0,1199,88.7,5.0,6.95,4,Low,9.796904067133344,1.9387416595767009
3649,Jaipur,300000,Diesel,Manual,First,17.0,1405,70.0,5.0,1.0,13,Low,12.611537753638338,0.0
3650,Chennai,123000,Diesel,Manual,Second,17.8,1399,67.0,5.0,4.45,8,Low,11.719939634354555,1.4929040961781488
3651,Kolkata,45296,Diesel,Manual,First,25.1,1248,88.5,5.0,6.99,5,Low,10.72097400735168,1.944480556245719
3652,Coimbatore,77325,Petrol,Manual,First,15.6,1586,104.68,5.0,3.51,13,Low,11.255772597553271,1.2556160374777743
3653,Kochi,25858,Petrol,Automatic,First,21.4,1197,83.1,5.0,7.54,3,Low,10.160375309814498,2.020222182019865
3654,Bangalore,120000,Diesel,Manual,First,23.2,1248,73.94,5.0,3.65,5,Low,11.695247021764184,1.2947271675944
3655,Ahmedabad,22000,Diesel,Automatic,First,19.5,1582,126.24,5.0,16.0,5,Low,9.998797732340453,2.772588722239781
3657,Mumbai,3900,Petrol,Manual,First,18.6,1197,81.83,5.0,6.45,4,Low,8.268731832117737,1.864080130807681
3658,Hyderabad,106092,Diesel,Manual,First,24.4,1120,71.0,5.0,4.4,5,Low,11.572061921193805,1.4816045409242156
3659,Delhi,27000,Petrol,Automatic,First,19.0,1199,88.7,5.0,5.95,6,Low,10.203592144986466,1.7833912195575383
3660,Ahmedabad,11000,Petrol,Manual,First,19.4,1198,86.8,5.0,3.9,8,Low,9.305650551780507,1.3609765531356006
3661,Coimbatore,39753,Diesel,Automatic,First,13.0,2143,201.1,5.0,35.28,5,High,10.590440588932745,3.5633162311385904
3662,Pune,39800,Diesel,Manual,First,17.6,2179,153.86,7.0,14.25,4,Low,10.59162219127253,2.6567569067146595
3663,Pune,73000,Diesel,Manual,First,24.4,1120,71.0,5.0,4.5,4,Low,11.198214720130528,1.5040773967762742
3664,Pune,55000,Diesel,Manual,First,22.7,1498,89.84,5.0,7.5,6,Low,10.915088464214607,2.0149030205422647
3665,Coimbatore,18351,Petrol,Automatic,First,21.9,624,37.48,4.0,3.41,4,Low,9.817439347910675,1.2267122912954254
3666,Pune,45000,Petrol,Manual,Second,19.4,1198,86.8,5.0,3.25,8,Low,10.714417768752456,1.1786549963416462
3667,Hyderabad,112200,Diesel,Manual,First,24.52,1248,88.5,7.0,8.3,5,Low,11.628038272070732,2.1162555148025524
3668,Bangalore,29000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.45,11,Low,10.275051108968611,1.2383742310432684
3669,Hyderabad,57309,Petrol,Manual,First,17.0,1086,62.1,5.0,2.1,14,Low,10.956212958431761,0.7419373447293773
3670,Mumbai,53392,Diesel,Manual,First,16.0,2179,140.0,7.0,11.95,6,Low,10.885416200991155,2.4807312783775197
3671,Hyderabad,71000,Diesel,Manual,First,20.54,1598,103.6,5.0,4.25,11,High,11.170435156023453,1.4469189829363254
3672,Hyderabad,93000,Diesel,Manual,First,14.0,2179,138.1,7.0,8.25,7,Low,11.440354772135393,2.1102132003465894
3673,Hyderabad,119000,Petrol,Manual,First,10.2,2354,180.0,5.0,5.95,11,Low,11.686878772093667,1.7833912195575383
3674,Coimbatore,42225,Petrol,Manual,First,15.1,1196,73.0,7.0,4.3,5,Low,10.650767741676,1.4586150226995167
3675,Ahmedabad,65000,Diesel,Manual,First,22.9,1248,74.0,5.0,3.9,9,Low,11.082142548877775,1.3609765531356006
3676,Pune,27809,Petrol,Automatic,First,21.4,1197,83.1,5.0,6.41,5,Low,10.23311498829311,1.8578592709325787
3677,Coimbatore,65100,Diesel,Manual,First,15.1,2179,140.0,7.0,8.36,6,Low,11.08367982819666,2.1234584270966104
3678,Chennai,51000,Petrol,Manual,First,19.1,1197,82.0,5.0,3.85,7,Low,10.839580911706463,1.3480731482996928
3679,Hyderabad,10000,Diesel,Automatic,First,19.27,2143,167.62,5.0,36.0,4,High,9.210340371976184,3.58351893845611
3680,Kolkata,54895,Petrol,Manual,First,13.14,1798,160.0,5.0,7.5,10,Low,10.913177548668832,2.0149030205422647
3681,Hyderabad,80768,Diesel,Manual,First,20.14,1498,88.73,5.0,5.7,6,High,11.29933612646083,1.7404661748405046
3682,Kochi,12076,Petrol,Manual,First,20.89,1197,81.8,5.0,5.5,2,Low,9.39897529082673,1.7047480922384253
3683,Chennai,49000,Diesel,Manual,First,25.2,1248,74.0,5.0,5.9,5,Low,10.799575577092764,1.7749523509116738
3684,Mumbai,42366,Petrol,Manual,First,17.8,1497,117.3,5.0,7.75,6,Low,10.654101432744401,2.0476928433652555
3685,Ahmedabad,68000,Diesel,Automatic,First,11.5,2993,235.0,5.0,18.0,11,High,11.127262984158243,2.8903717578961645
3686,Hyderabad,122397,Diesel,Manual,First,17.5,1896,106.0,5.0,4.4,13,Low,11.71502513895607,1.4816045409242156
3687,Coimbatore,50534,Petrol,Automatic,First,17.21,1197,103.5,5.0,8.27,4,High,10.830401656047414,2.1126345090356
3688,Ahmedabad,55300,Diesel,Manual,First,19.87,1461,83.8,5.0,4.75,7,Low,10.920528187510426,1.55814461804655
3689,Hyderabad,73095,Petrol,Automatic,First,16.8,1497,118.0,5.0,3.8,13,Low,11.199515243945717,1.33500106673234
3690,Ahmedabad,51100,Diesel,Manual,First,20.54,1598,103.6,5.0,3.4,10,High,10.841539776191796,1.2237754316221157
3691,Pune,13436,Petrol,Manual,Second,18.9,1197,82.0,5.0,4.7,5,Low,9.505692950732183,1.547562508716013
3692,Pune,76000,Petrol,Manual,Second,16.6,1388,68.0,5.0,1.49,13,Low,11.238488619268468,0.3987761199573678
3693,Mumbai,63141,Diesel,Manual,Second,24.4,1120,71.0,5.0,4.5,5,Low,11.05312559980728,1.5040773967762742
3694,Hyderabad,74885,Diesel,Manual,First,25.8,1498,98.6,5.0,5.4,7,Low,11.223708882426497,1.6863989535702288
3695,Hyderabad,14000,Petrol,Automatic,First,18.0,1497,117.3,5.0,11.5,5,Low,9.546812608597396,2.4423470353692043
3696,Pune,56000,Diesel,Manual,Second,20.4,1461,108.5,5.0,3.5,9,Low,10.933106969717286,1.252762968495368
3697,Ahmedabad,46000,Diesel,Automatic,First,22.48,1995,190.0,5.0,16.5,11,High,10.736396675471232,2.803360380906535
3698,Mumbai,51800,Petrol,Manual,First,15.5,1586,103.3,5.0,3.9,9,Low,10.855145428247575,1.3609765531356006
3699,Hyderabad,81000,Petrol,Automatic,First,16.4,1497,78.0,5.0,3.25,14,Low,11.302204433654575,1.1786549963416462
3700,Kochi,17370,Petrol,Manual,First,17.0,1198,73.75,5.0,5.84,3,High,9.76249985923515,1.7647307968401356
3701,Hyderabad,18456,Petrol,Manual,First,17.0,1198,73.75,5.0,5.75,5,High,9.823144799853589,1.749199854809259
3702,Delhi,59000,Diesel,Automatic,First,16.55,1968,140.0,5.0,10.0,11,High,10.985292722887856,2.302585092994046
3703,Mumbai,141537,Petrol,Manual,Second,18.9,998,67.1,5.0,1.05,15,Low,11.860316445983361,0.04879016416943205
3704,Delhi,51000,Diesel,Automatic,First,19.08,1582,126.32,5.0,5.64,8,Low,10.839580911706463,1.7298840655099674
3705,Coimbatore,29311,Diesel,Automatic,First,17.9,2143,170.0,5.0,50.97,2,High,10.285718151171379,3.93123722435195
3706,Mumbai,31000,Diesel,Automatic,First,21.76,1995,190.0,5.0,29.95,5,High,10.341742483467284,3.3995293245614584
3707,Mumbai,80000,Diesel,Manual,Second,24.2,1498,98.6,7.0,4.85,7,Low,11.289781913656018,1.5789787049493917
3708,Hyderabad,33000,Diesel,Automatic,First,17.01,1582,126.2,5.0,14.5,5,Low,10.404262840448617,2.6741486494265287
3709,Hyderabad,71556,Petrol,Manual,First,17.0,1497,118.0,5.0,5.5,10,Low,11.178235638911106,1.7047480922384253
3710,Bangalore,85000,Diesel,Manual,First,17.8,1399,68.0,5.0,3.2,10,Low,11.350406535472453,1.1631508098056809
3711,Chennai,91000,Diesel,Manual,First,26.59,1248,74.0,5.0,4.5,5,Low,11.418614785498987,1.5040773967762742
3712,Coimbatore,73187,Diesel,Automatic,First,13.0,2143,204.0,5.0,30.72,6,High,11.200773088549017,3.4249139082794713
3714,Bangalore,127079,Diesel,Manual,First,12.8,2494,102.0,7.0,6.99,14,Low,11.75256421929363,1.944480556245719
3715,Kochi,58816,Diesel,Manual,First,17.21,1493,100.0,7.0,3.45,7,Low,10.982169205715358,1.2383742310432684
3716,Kochi,63818,Petrol,Manual,First,17.4,1497,117.3,5.0,6.57,6,Low,11.063790561202671,1.8825138324965192
3717,Kolkata,40000,Diesel,Automatic,First,17.11,1968,174.33,5.0,17.5,7,High,10.596634733096073,2.8622008809294686
3718,Delhi,77445,Diesel,Manual,First,22.07,1199,73.9,5.0,3.75,8,High,11.25732328598186,1.3217558399823195
3719,Pune,14000,Petrol,Automatic,First,14.8,1497,121.36,5.0,9.99,4,Low,9.546812608597396,2.301584592660462
3720,Kolkata,85122,Diesel,Manual,First,12.99,2494,100.0,7.0,8.2,9,Low,11.35184080054004,2.1041341542702074
3721,Jaipur,123000,Petrol,Manual,Third,13.0,1493,100.0,5.0,1.1,16,Low,11.719939634354555,0.09531017980432493
3722,Kochi,61000,CNG,Manual,First,22.1,1586,85.7,5.0,3.89,6,Low,11.018629143155449,1.358409157630355
3723,Chennai,63714,Petrol,Manual,First,24.7,796,47.3,5.0,2.45,6,Low,11.0621595976319,0.8960880245566357
3724,Pune,53000,Diesel,Automatic,First,8.7,2987,224.34,5.0,13.75,12,High,10.87804719253426,2.6210388241125804
3725,Kolkata,60000,Diesel,Manual,First,26.59,1248,74.0,5.0,3.0,4,Low,11.002099841204238,1.0986122886681098
3726,Ahmedabad,33000,Diesel,Manual,First,24.3,1248,88.5,5.0,9.25,4,Low,10.404262840448617,2.224623551524334
3727,Mumbai,31000,Diesel,Automatic,First,13.2,2400,215.0,5.0,17.65,8,High,10.341742483467284,2.8707357833793057
3728,Delhi,79000,Diesel,Automatic,First,12.55,2982,168.5,7.0,18.25,7,Low,11.27720313144916,2.9041650800285006
3729,Kochi,67914,Diesel,Manual,First,23.0,1396,90.0,5.0,3.45,8,Low,11.125997477860475,1.2383742310432684
3730,Bangalore,58970,Diesel,Automatic,First,17.11,1968,174.33,5.0,23.75,6,High,10.98478411899455,3.1675825304806504
3731,Mumbai,60000,Diesel,Manual,Second,19.64,1461,108.5,5.0,5.45,8,High,11.002099841204238,1.6956156086751528
3732,Coimbatore,35225,Petrol,Automatic,First,23.1,998,67.04,5.0,5.25,4,Low,10.469511336766882,1.6582280766035324
3733,Delhi,69496,Petrol,Manual,First,15.9,1298,85.0,5.0,1.1,16,Low,11.149024475939756,0.09531017980432493
3734,Delhi,62282,Petrol,Automatic,First,16.95,1197,78.9,5.0,2.9,9,Low,11.039427738470215,1.0647107369924282
3735,Hyderabad,80000,Diesel,Automatic,First,22.69,1995,190.0,5.0,14.2,11,High,11.289781913656018,2.653241964607215
3736,Kochi,43698,Petrol,Manual,First,18.9,1197,82.0,5.0,5.8,3,Low,10.68505761344597,1.7578579175523736
3737,Coimbatore,28052,Petrol,Automatic,First,18.9,1197,82.0,5.0,7.22,4,Low,10.241815209656801,1.9768549529047348
3738,Coimbatore,29091,Petrol,Manual,First,18.9,1197,81.86,5.0,4.87,5,Low,10.278184126972656,1.5830939370944985
3739,Delhi,63000,Petrol,Manual,First,16.47,1198,74.0,5.0,3.3,8,High,11.05089000537367,1.1939224684724346
3740,Hyderabad,91000,Petrol,Manual,Second,17.7,1497,78.0,5.0,3.0,14,Low,11.418614785498987,1.0986122886681098
3741,Hyderabad,30000,Diesel,Automatic,First,17.9,2143,136.0,5.0,26.0,7,High,10.308952660644293,3.258096538021482
3742,Hyderabad,24571,Petrol,Manual,First,14.0,796,35.0,5.0,2.9,4,Low,10.1093221647277,1.0647107369924282
3743,Bangalore,45000,Petrol,Automatic,First,15.74,1591,121.3,5.0,7.5,7,Low,10.714417768752456,2.0149030205422647
3744,Hyderabad,24617,Petrol,Manual,First,22.74,796,47.3,5.0,2.36,6,Low,10.111192540161147,0.8586616190375187
3745,Coimbatore,26927,Diesel,Manual,First,24.3,1248,88.5,5.0,11.39,4,Low,10.200884779674478,2.432735777459091
3746,Kochi,87736,Diesel,Manual,First,15.1,2179,140.0,7.0,7.02,8,Low,11.382087584440045,1.9487632180377197
3747,Delhi,35299,Diesel,Manual,First,24.3,1248,88.5,5.0,8.0,5,Low,10.471609913908228,2.0794415416798357
3748,Kochi,51612,Petrol,Manual,First,18.6,1197,81.83,5.0,7.11,4,Low,10.851509482571737,1.9615022438151495
3749,Mumbai,55300,Diesel,Automatic,First,10.0,1796,157.7,5.0,3.9,23,High,10.920528187510426,1.3609765531356006
3750,Hyderabad,65090,Petrol,Manual,First,19.7,796,46.3,5.0,2.15,12,Low,11.083526206566432,0.7654678421395714
3751,Kolkata,40000,Petrol,Manual,First,18.0,1198,86.7,5.0,3.25,8,Low,10.596634733096073,1.1786549963416462
3752,Kochi,38467,Diesel,Automatic,First,12.65,2993,255.0,5.0,70.66,6,High,10.557556009861747,4.257879641930999
3753,Mumbai,71904,Diesel,Manual,First,24.0,1120,70.0,5.0,4.61,8,Low,11.183087174985056,1.5282278570085572
3754,Mumbai,87000,Petrol,Manual,First,13.5,1799,130.0,5.0,2.35,13,Low,11.37366339763672,0.8544153281560676
3755,Chennai,33000,Diesel,Manual,Second,24.0,1120,70.0,5.0,4.05,7,Low,10.404262840448617,1.3987168811184478
3756,Jaipur,22100,Petrol,Manual,Second,16.1,796,37.0,4.0,0.8,12,Low,10.003332887505843,-0.2231435513142097
3757,Hyderabad,59589,Diesel,Manual,First,23.59,1364,67.1,5.0,5.6,7,Low,10.995226272261066,1.7227665977411035
3758,Delhi,44000,Diesel,Manual,First,22.54,1396,88.73,5.0,5.35,6,Low,10.691944912900398,1.6770965609079151
3759,Mumbai,12000,Petrol,Manual,First,24.07,998,67.1,5.0,3.25,4,Low,9.392661928770137,1.1786549963416462
3760,Pune,66000,Diesel,Automatic,Second,17.05,1995,184.0,5.0,11.5,9,High,11.097410021008562,2.4423470353692043
3761,Pune,38009,Petrol,Automatic,First,23.1,998,67.04,5.0,4.25,5,Low,10.545578252771122,1.4469189829363254
3762,Mumbai,35000,Petrol,Automatic,Second,13.7,1798,157.75,5.0,4.45,12,Low,10.46310334047155,1.4929040961781488
3763,Pune,70000,Diesel,Manual,First,14.0,2498,112.0,7.0,2.85,12,Low,11.156250521031495,1.0473189942805592
3764,Delhi,86000,Diesel,Manual,First,15.1,2179,140.0,7.0,7.85,7,Low,11.362102575235644,2.060513531794317
3765,Pune,32000,Petrol,Manual,First,19.1,1197,85.8,5.0,5.3,5,Low,10.373491181781864,1.667706820558076
3766,Mumbai,15000,Petrol,Manual,First,18.88,999,123.24,5.0,8.0,4,Low,9.615805480084347,2.0794415416798357
3767,Coimbatore,69918,Diesel,Manual,First,21.43,1364,87.2,5.0,9.43,7,Low,11.155078405801317,2.2438960966453663
3768,Pune,39000,Petrol,Manual,First,18.5,1197,80.0,5.0,2.75,9,Low,10.571316925111784,1.0116009116784799
3769,Mumbai,1011,Diesel,Manual,First,20.37,1461,108.45,5.0,13.5,3,Low,6.918695219020472,2.6026896854443837
3770,Hyderabad,85000,Diesel,Automatic,First,11.0,2987,198.5,5.0,9.99,12,High,11.350406535472453,2.301584592660462
3771,Chennai,46663,Petrol,Manual,First,21.1,998,100.0,5.0,6.95,4,Low,10.750706838407863,1.9387416595767009
3772,Chennai,27000,Petrol,Automatic,First,17.97,1498,99.6,5.0,6.75,6,High,10.203592144986466,1.9095425048844386
3773,Chennai,15000,Petrol,Automatic,First,18.9,1197,82.0,5.0,5.5,6,Low,9.615805480084347,1.7047480922384253
3774,Kochi,10575,Petrol,Manual,First,21.56,1462,103.25,5.0,9.18,3,Low,9.266248003914479,2.217027204632399
3775,Jaipur,12500,Petrol,Manual,First,19.1,1197,82.0,5.0,4.15,7,Low,9.433483923290392,1.423108334242607
3776,Ahmedabad,52000,Diesel,Manual,First,22.32,1582,126.32,5.0,6.5,9,Low,10.858998997563564,1.8718021769015913
3777,Kochi,49818,Petrol,Manual,First,21.5,1197,81.8,5.0,4.11,6,Low,10.816131643490086,1.4134230285081433
3778,Hyderabad,90000,Diesel,Manual,Second,16.8,1493,110.0,5.0,2.25,13,Low,11.407564949312402,0.8109302162163288
3779,Kochi,52207,Petrol,Manual,First,17.71,1197,78.9,5.0,4.56,6,Low,10.86297186449704,1.5173226235262947
3780,Pune,167362,Diesel,Manual,First,11.68,2498,112.0,7.0,4.0,8,Low,12.027914410074098,1.3862943611198906
3781,Coimbatore,49894,Diesel,Manual,First,23.59,1364,67.06,5.0,5.27,6,Low,10.817656034029183,1.6620303625532709
3782,Kochi,13024,Diesel,Manual,First,18.06,2523,63.0,7.0,9.11,2,Low,9.474549088242322,2.209372711271867
3783,Pune,128000,Diesel,Manual,Second,14.42,1995,147.6,5.0,6.2,11,High,11.759785542901755,1.824549292051046
3784,Kochi,26023,Diesel,Automatic,First,11.36,2755,171.5,7.0,19.97,4,Low,10.166736041346642,2.994231147427724
3785,Delhi,42784,Diesel,Manual,First,21.38,1396,88.7,5.0,10.17,5,Low,10.66391947990167,2.3194422100604686
3786,Pune,115000,Diesel,Manual,First,28.4,1248,74.0,5.0,4.5,7,Low,11.652687407345388,1.5040773967762742
3787,Kochi,30529,Diesel,Manual,First,23.9,1582,126.2,5.0,14.28,2,Low,10.326432330524938,2.658859956911438
3788,Kochi,14814,Petrol,Manual,Second,19.7,796,46.3,5.0,2.47,9,Low,9.603327958573235,0.9042181506398859
3789,Ahmedabad,58000,Diesel,Manual,First,23.65,1248,88.5,5.0,7.9,5,Low,10.968198289528557,2.066862759472976
3790,Hyderabad,68128,Petrol,Manual,First,21.1,814,55.2,5.0,2.3,10,Low,11.129143567693205,0.8329091229351039
3791,Hyderabad,63220,Petrol,Manual,First,13.24,1598,102.5,5.0,6.5,8,High,11.054375985769608,1.8718021769015913
3792,Hyderabad,30000,Petrol,Manual,First,21.1,814,55.2,5.0,3.25,5,Low,10.308952660644293,1.1786549963416462
3793,Bangalore,27768,Diesel,Manual,First,20.65,1248,88.7,5.0,5.85,4,Low,10.231639557541623,1.766441661243765
3794,Hyderabad,53000,Diesel,Automatic,Second,14.21,2143,203.0,5.0,29.0,7,High,10.87804719253426,3.367295829986474
3795,Coimbatore,87652,Diesel,Automatic,Second,14.16,1968,174.3,5.0,25.71,7,High,11.381129708115294,3.246880021277798
3796,Chennai,94873,Petrol,Manual,Second,15.3,1596,101.0,5.0,1.85,13,Low,11.46029443410683,0.6151856390902335
3797,Mumbai,56000,Diesel,Automatic,First,18.88,1995,184.0,5.0,22.75,6,High,10.933106969717286,3.1245651453969594
3798,Kochi,18678,Petrol,Manual,First,21.1,998,100.0,5.0,8.32,3,Low,9.835101639669663,2.1186622548331173
3799,Delhi,30000,Diesel,Automatic,First,14.21,2143,203.0,5.0,26.0,7,High,10.308952660644293,3.258096538021482
3800,Mumbai,129000,Diesel,Automatic,First,12.8,2953,156.0,7.0,7.0,9,Low,11.76756768334381,1.9459101490553132
3801,Hyderabad,59000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.45,8,Low,10.985292722887856,1.2383742310432684
3802,Mumbai,13000,Petrol,Manual,First,18.9,1197,82.0,5.0,5.15,4,Low,9.472704636443673,1.6389967146756448
3803,Kochi,74325,Petrol,Manual,First,19.4,1198,86.8,5.0,3.51,7,Low,11.216202647866298,1.2556160374777743
3804,Kolkata,45000,Diesel,Manual,First,21.9,1396,88.76,5.0,3.45,6,Low,10.714417768752456,1.2383742310432684
3805,Pune,57000,Petrol,Manual,First,16.47,1198,73.9,5.0,3.75,8,High,10.950806546816688,1.3217558399823195
3806,Pune,125943,Petrol,Manual,Second,13.0,1493,100.0,5.0,1.45,20,Low,11.743584702626102,0.371563556432483
3807,Delhi,80000,Diesel,Manual,First,18.7,1896,66.0,5.0,2.2,13,Low,11.289781913656018,0.7884573603642703
3808,Hyderabad,154000,Diesel,Manual,First,13.1,2499,141.0,7.0,7.99,11,Low,11.944707881395766,2.0781907597781832
3810,Kolkata,27000,Petrol,Automatic,First,14.0,1493,93.7,5.0,11.99,8,Low,10.203592144986466,2.4840729690394228
3811,Kolkata,45000,Diesel,Manual,First,24.2,1498,98.6,7.0,5.0,7,Low,10.714417768752456,1.6094379124341003
3812,Pune,105000,Diesel,Manual,Second,20.77,1248,88.76,7.0,5.9,9,Low,11.56171562913966,1.7749523509116738
3813,Mumbai,26000,Petrol,Manual,First,18.9,1197,82.0,5.0,3.75,8,Low,10.165851817003619,1.3217558399823195
3814,Mumbai,30900,Diesel,Automatic,First,14.74,2993,270.9,5.0,29.5,7,High,10.338511462885837,3.3843902633457743
3815,Chennai,48000,Petrol,Manual,First,18.0,1198,86.7,5.0,4.75,7,Low,10.778956289890028,1.55814461804655
3816,Pune,112719,Diesel,Automatic,First,12.4,2698,179.5,5.0,11.5,10,High,11.63265327499311,2.4423470353692043
3817,Chennai,5000,Petrol,Manual,First,18.6,1197,81.83,5.0,6.95,4,Low,8.517193191416238,1.9387416595767009
3818,Mumbai,16000,Petrol,Manual,First,17.0,1198,73.75,5.0,5.4,5,High,9.680344001221918,1.6863989535702288
3819,Jaipur,63000,Petrol,Automatic,First,13.4,1997,135.1,5.0,4.75,10,Low,11.05089000537367,1.55814461804655
3820,Chennai,28300,Petrol,Manual,First,24.07,998,67.1,5.0,2.15,10,Low,10.25061708363133,0.7654678421395714
3821,Jaipur,49000,Petrol,Manual,First,19.7,796,46.3,5.0,0.9,16,Low,10.799575577092764,-0.10536051565782628
3822,Kolkata,12501,Petrol,Manual,First,20.51,998,67.04,5.0,3.5,5,Low,9.433563920090563,1.252762968495368
3823,Kochi,56628,Diesel,Manual,First,20.4,1248,92.0,5.0,5.85,5,Low,10.944258841514388,1.766441661243765
3824,Pune,105000,Diesel,Manual,First,19.3,1248,73.9,5.0,3.15,11,Low,11.56171562913966,1.1474024528375417
3825,Pune,52126,Diesel,Manual,First,21.64,1461,84.8,5.0,6.0,5,Low,10.861419143569357,1.791759469228055
3826,Kolkata,38000,Petrol,Manual,First,18.5,1197,80.0,5.0,2.23,11,Low,10.545341438708522,0.8020015854720274
3827,Bangalore,50000,Petrol,Manual,First,19.1,1197,82.0,5.0,2.5,5,Low,10.819778284410283,0.9162907318741551
3828,Kochi,50230,Petrol,Manual,First,18.9,998,67.1,5.0,3.87,6,Low,10.82436773674409,1.3532545070416904
3829,Ahmedabad,31000,Diesel,Manual,First,15.1,2179,140.0,7.0,9.5,7,Low,10.341742483467284,2.2512917986064953
3830,Delhi,79000,Diesel,Automatic,First,12.55,2982,168.5,7.0,17.75,7,Low,11.27720313144916,2.8763855159214247
3831,Delhi,130000,Diesel,Manual,First,19.64,1461,108.45,5.0,3.75,9,Low,11.77528972943772,1.3217558399823195
3832,Chennai,115000,Petrol,Manual,Second,17.92,1086,62.1,5.0,1.5,11,Low,11.652687407345388,0.4054651081081644
3833,Pune,41500,Petrol,Manual,Second,17.01,1591,121.3,5.0,5.0,8,Low,10.63344870621879,1.6094379124341003
3834,Pune,54385,Diesel,Automatic,Second,15.06,1995,177.0,5.0,17.0,7,High,10.90384365952795,2.833213344056216
3835,Kochi,56361,Petrol,Automatic,First,12.9,1799,130.0,5.0,4.38,10,Low,10.939532708935408,1.4770487243883548
3836,Delhi,22000,Petrol,Automatic,First,15.26,1798,187.74,5.0,41.5,3,High,9.998797732340453,3.7256934272366524
3837,Kolkata,8000,Petrol,Manual,First,20.51,998,67.04,5.0,3.0,4,Low,8.987196820661973,1.0986122886681098
3838,Coimbatore,28741,Diesel,Manual,First,24.3,1248,88.5,5.0,11.0,3,Low,10.266079953738897,2.3978952727983707
3839,Pune,117236,Diesel,Automatic,Second,11.8,2720,190.0,7.0,14.0,9,High,11.671944276194347,2.6390573296152584
3840,Pune,30500,Diesel,Automatic,First,26.59,1248,74.0,5.0,7.65,5,Low,10.325481962595504,2.0347056478384444
3841,Kolkata,5000,Petrol,Manual,First,17.0,1591,121.3,5.0,8.7,3,Low,8.517193191416238,2.163323025660538
3842,Hyderabad,42000,Diesel,Manual,First,25.47,1248,88.5,7.0,9.9,5,Low,10.645424897265505,2.2925347571405443
3843,Mumbai,32773,Petrol,Manual,First,13.2,1495,94.0,5.0,2.05,11,Low,10.397360284649457,0.7178397931503168
